CustomerKey,CustomerCode,ShopName,OwnerName,City,Province,CustomerType,JoinDate,CreditLimit
22,CUST-0022,فروشگاه پخش اسباب‌بازی تهران,بهرام نوری,تهران,تهران,خاص,1403/09/28,78351991
23,CUST-0023,فروشگاه تویز خرم‌آباد,سعید رضایی,خرم‌آباد,لرستان,عمده‌فروش,1404/04/06,153150877
24,CUST-0024,کلبه کودک اراک,حمید شریفی,اراک,مرکزی,خاص,1403/04/16,189517303
25,CUST-0025,کلبه سرگرمی بوشهر,رضا رضایی,بوشهر,بوشهر,عمده‌فروش,1404/01/17,233474292
26,CUST-0026,دنیای تویز تهران,مجید احمدی,تهران,تهران,خرده‌فروش,1403/04/22,394736221
27,CUST-0027,پخش اسباب‌بازی بوشهر,رضا شریفی,بوشهر,بوشهر,عمده‌فروش,1404/07/29,107840153
28,CUST-0028,فانتزی اسباب‌بازی تبریز,مصطفی نوری,تبریز,آذربایجان شرقی,عمده‌فروش,1403/05/05,261974874
29,CUST-0029,کلبه کودک یاسوج,مهدی نوری,یاسوج,کهگیلویه و بویراحمد,خرده‌فروش,1404/09/10,300283138
30,CUST-0030,کلبه پخش اسباب‌بازی همدان,فرشاد حسینی,همدان,همدان,خرده‌فروش,1403/11/14,32760702
31,CUST-0031,فانتزی سرگرمی ایلام,مجید محمدی,ایلام,ایلام,عمده‌فروش,1403/09/08,307696977
32,CUST-0032,بچه‌ها اسباب‌بازی شیراز,ناصر نوری,شیراز,فارس,خاص,1403/08/20,93556820
33,CUST-0033,بازار اسباب‌بازی کرمانشاه,فرشاد هاشمی,کرمانشاه,کرمانشاه,عمده‌فروش,1403/02/30,41875280
34,CUST-0034,بازار تویز شیراز,محمد نوری,شیراز,فارس,خرده‌فروش,1403/08/28,474953913
35,CUST-0035,پخش سرگرمی قشم,حسین عباسی,قشم,هرمزگان,خاص,1404/08/03,483159696
36,CUST-0036,پخش بازی یاسوج,مصطفی جعفری,یاسوج,کهگیلویه و بویراحمد,عمده‌فروش,1403/07/09,406114700
37,CUST-0037,شادی تویز قم,سعید جعفری,قم,قم,خاص,1404/04/20,159260746
38,CUST-0038,فروشگاه اسباب‌بازی کرج,سعید عباسی,کرج,البرز,عمده‌فروش,1403/12/12,57859335
39,CUST-0039,پخش کودک بندرعباس,حمید صادقی,بندرعباس,هرمزگان,خرده‌فروش,1403/05/20,345274182
40,CUST-0040,تویز بازی یزد,رضا رحیمی,یزد,یزد,خرده‌فروش,1403/03/16,225674721
41,CUST-0041,بازار پخش اسباب‌بازی قم,حمید رحیمی,قم,قم,عمده‌فروش,1403/01/16,69798735
42,CUST-0042,مرکز بازی بندرعباس,مجید صادقی,بندرعباس,هرمزگان,خرده‌فروش,1403/08/03,252636685
43,CUST-0043,مرکز بازی کرج,علی جعفری,کرج,البرز,خرده‌فروش,1403/09/26,26850375
44,CUST-0044,شادی پخش اسباب‌بازی گرگان,فرشاد میرزایی,گرگان,گلستان,خاص,1404/07/18,455566997
45,CUST-0045,مرکز کودک قشم,مهدی حسینی,قشم,هرمزگان,خاص,1403/02/29,136802190
46,CUST-0046,بچه‌ها اسباب‌بازی کرج,علی قاسمی,کرج,البرز,خاص,1404/04/30,334635919
47,CUST-0047,بازار سرگرمی ارومیه,محمد رحیمی,ارومیه,آذربایجان غربی,عمده‌فروش,1403/07/05,162738427
48,CUST-0048,پخش بازی شیراز,محمد شریفی,شیراز,فارس,عمده‌فروش,1404/08/02,264833330
49,CUST-0049,دنیای اسباب‌بازی اصفهان,سعید هاشمی,اصفهان,اصفهان,خاص,1404/08/16,277888036
50,CUST-0050,تویز کودک قزوین,اکبر عباسی,قزوین,قزوین,عمده‌فروش,1403/11/16,100578683
51,CUST-0051,شادی کودک اراک,اکبر هاشمی,اراک,مرکزی,خرده‌فروش,1403/11/02,485096467
52,CUST-0052,فروشگاه اسباب‌بازی قزوین,مجید قاسمی,قزوین,قزوین,عمده‌فروش,1404/07/25,389815083
53,CUST-0053,کلبه کودک شیراز,حمید کریمی,شیراز,فارس,خرده‌فروش,1403/05/12,470354481
54,CUST-0054,پخش تویز شیراز,مهدی رضایی,شیراز,فارس,خاص,1404/03/21,448465401
55,CUST-0055,دنیای پخش اسباب‌بازی بوشهر,حمید احمدی,بوشهر,بوشهر,خاص,1404/11/12,302970989
56,CUST-0056,فروشگاه کودک بوشهر,مهدی محمدی,بوشهر,بوشهر,خاص,1403/04/17,461718375
57,CUST-0057,تویز تویز کرمان,ناصر حسینی,کرمان,کرمان,عمده‌فروش,1403/12/16,53361326
58,CUST-0058,کلبه بازی اراک,مهدی شریفی,اراک,مرکزی,عمده‌فروش,1403/02/22,106031602
59,CUST-0059,تویز اسباب‌بازی زنجان,علی موسوی,زنجان,زنجان,خاص,1403/05/10,32161371
60,CUST-0060,مرکز پخش اسباب‌بازی اراک,مجید نوری,اراک,مرکزی,خاص,1404/03/10,169411862
61,CUST-0061,فروشگاه اسباب‌بازی تهران,بهرام عباسی,تهران,تهران,خاص,1403/05/29,200451871
62,CUST-0062,بچه‌ها سرگرمی اصفهان,حمید رضایی,اصفهان,اصفهان,عمده‌فروش,1404/03/13,142961025
63,CUST-0063,تویز تویز اصفهان,بهرام شریفی,اصفهان,اصفهان,خرده‌فروش,1403/02/10,416081379
64,CUST-0064,پخش پخش اسباب‌بازی همدان,محمد موسوی,همدان,همدان,خرده‌فروش,1404/07/22,184809130
65,CUST-0065,پخش کودک کرمان,مصطفی میرزایی,کرمان,کرمان,خرده‌فروش,1403/06/27,147657909
66,CUST-0066,مرکز پخش اسباب‌بازی مشهد,بهرام موسوی,مشهد,خراسان رضوی,خاص,1404/02/25,275921080
67,CUST-0067,تویز کودک بندرعباس,مصطفی عباسی,بندرعباس,هرمزگان,خرده‌فروش,1403/04/18,79052870
68,CUST-0068,فانتزی کودک اصفهان,رضا رحیمی,اصفهان,اصفهان,خرده‌فروش,1404/04/13,403076520
69,CUST-0069,پخش کودک بوشهر,علی هاشمی,بوشهر,بوشهر,خرده‌فروش,1403/07/12,46529815
70,CUST-0070,تویز اسباب‌بازی خرم‌آباد,مصطفی کریمی,خرم‌آباد,لرستان,خاص,1403/12/24,493574598
71,CUST-0071,شادی پخش اسباب‌بازی کیش,جواد نوری,کیش,هرمزگان,عمده‌فروش,1403/12/04,388399936
72,CUST-0072,تویز کودک اهواز,ناصر کریمی,اهواز,خوزستان,عمده‌فروش,1403/02/09,107370683
73,CUST-0073,بچه‌ها پخش اسباب‌بازی زنجان,مصطفی موسوی,زنجان,زنجان,خاص,1404/03/19,12705837
74,CUST-0074,فروشگاه بازی کیش,بهرام قاسمی,کیش,هرمزگان,خرده‌فروش,1403/07/09,409576099
75,CUST-0075,شادی اسباب‌بازی اصفهان,حمید شریفی,اصفهان,اصفهان,خاص,1404/06/31,356360098
76,CUST-0076,بچه‌ها بازی زاهدان,محمد هاشمی,زاهدان,سیستان و بلوچستان,خاص,1403/12/03,367213512
77,CUST-0077,فروشگاه پخش اسباب‌بازی قزوین,بهرام کریمی,قزوین,قزوین,خرده‌فروش,1404/05/30,387922469
78,CUST-0078,بچه‌ها بازی اردبیل,فرشاد کریمی,اردبیل,اردبیل,عمده‌فروش,1404/07/16,46281879
79,CUST-0079,شادی پخش اسباب‌بازی زاهدان,سعید هاشمی,زاهدان,سیستان و بلوچستان,خاص,1403/06/24,185648206
80,CUST-0080,شادی سرگرمی بوشهر,جواد احمدی,بوشهر,بوشهر,خرده‌فروش,1403/11/06,66775839
81,CUST-0081,شادی سرگرمی همدان,ناصر هاشمی,همدان,همدان,خرده‌فروش,1403/11/24,432920678
82,CUST-0082,فانتزی پخش اسباب‌بازی شهرکرد,رضا نوری,شهرکرد,چهارمحال و بختیاری,خاص,1404/04/26,315416082
83,CUST-0083,فروشگاه تویز ارومیه,حمید هاشمی,ارومیه,آذربایجان غربی,خاص,1404/10/07,172140032
84,CUST-0084,فروشگاه کودک خرم‌آباد,اکبر کریمی,خرم‌آباد,لرستان,عمده‌فروش,1403/08/15,41143591
85,CUST-0085,بازار اسباب‌بازی کرمان,رضا صادقی,کرمان,کرمان,عمده‌فروش,1404/09/14,162381337
86,CUST-0086,شادی پخش اسباب‌بازی سمنان,ناصر حسینی,سمنان,سمنان,خرده‌فروش,1404/01/28,169339827
87,CUST-0087,پخش کودک بجنورد,اکبر عباسی,بجنورد,خراسان شمالی,عمده‌فروش,1403/01/06,367507027
88,CUST-0088,پخش کودک زنجان,مصطفی عباسی,زنجان,زنجان,خرده‌فروش,1404/06/10,322403160
89,CUST-0089,کلبه کودک کرج,بهرام رحیمی,کرج,البرز,خرده‌فروش,1403/05/01,444734243
90,CUST-0090,فانتزی پخش اسباب‌بازی رشت,حمید نوری,رشت,گیلان,خرده‌فروش,1404/08/28,241385313
91,CUST-0091,دنیای پخش اسباب‌بازی شهرکرد,بهرام نوری,شهرکرد,چهارمحال و بختیاری,خاص,1404/03/09,68601180
92,CUST-0092,مرکز پخش اسباب‌بازی شهرکرد,جواد صادقی,شهرکرد,چهارمحال و بختیاری,خرده‌فروش,1404/04/02,359489945
93,CUST-0093,تویز سرگرمی بندرعباس,مجید هاشمی,بندرعباس,هرمزگان,خرده‌فروش,1403/08/29,382784673
94,CUST-0094,فروشگاه پخش اسباب‌بازی شهرکرد,مهدی حسینی,شهرکرد,چهارمحال و بختیاری,خرده‌فروش,1403/10/03,285025826
95,CUST-0095,کلبه اسباب‌بازی قزوین,حسین رضایی,قزوین,قزوین,خرده‌فروش,1403/08/21,387773918
96,CUST-0096,پخش اسباب‌بازی کرمان,سعید جعفری,کرمان,کرمان,خاص,1403/12/03,251959842
97,CUST-0097,شادی اسباب‌بازی سمنان,رضا رحیمی,سمنان,سمنان,خرده‌فروش,1404/03/03,266139086
98,CUST-0098,دنیای بازی مشهد,مجید احمدی,مشهد,خراسان رضوی,خرده‌فروش,1403/12/25,219495098
99,CUST-0099,شادی سرگرمی بیرجند,فرشاد عباسی,بیرجند,خراسان جنوبی,خاص,1404/07/08,22455372
100,CUST-0100,فانتزی کودک کرمانشاه,مهدی جعفری,کرمانشاه,کرمانشاه,عمده‌فروش,1404/05/08,62866799
101,CUST-0101,بچه‌ها پخش اسباب‌بازی بیرجند,اکبر میرزایی,بیرجند,خراسان جنوبی,خاص,1404/02/18,25400300
102,CUST-0102,فانتزی کودک ارومیه,ناصر نوری,ارومیه,آذربایجان غربی,خرده‌فروش,1403/01/28,321841101
103,CUST-0103,فروشگاه پخش اسباب‌بازی مشهد,سعید رضایی,مشهد,خراسان رضوی,عمده‌فروش,1404/04/14,164034430
104,CUST-0104,تویز بازی کرج,امیر حسینی,کرج,البرز,خرده‌فروش,1404/04/07,259199638
105,CUST-0105,شادی تویز خرم‌آباد,مصطفی رحیمی,خرم‌آباد,لرستان,خرده‌فروش,1404/03/04,454707572
106,CUST-0106,فانتزی اسباب‌بازی تبریز,فرشاد نوری,تبریز,آذربایجان شرقی,خرده‌فروش,1403/02/23,132153192
107,CUST-0107,فروشگاه پخش اسباب‌بازی کرمانشاه,علی میرزایی,کرمانشاه,کرمانشاه,عمده‌فروش,1403/02/01,211087632
108,CUST-0108,بازار سرگرمی زاهدان,حسین حسینی,زاهدان,سیستان و بلوچستان,خرده‌فروش,1403/05/06,380220057
109,CUST-0109,دنیای کودک اهواز,مجید عباسی,اهواز,خوزستان,خرده‌فروش,1403/09/17,122111101
110,CUST-0110,دنیای سرگرمی ارومیه,فرشاد عباسی,ارومیه,آذربایجان غربی,عمده‌فروش,1403/04/25,47720155
111,CUST-0111,فروشگاه سرگرمی بوشهر,علی شریفی,بوشهر,بوشهر,خاص,1403/11/14,151978211
112,CUST-0112,شادی پخش اسباب‌بازی بیرجند,رضا محمدی,بیرجند,خراسان جنوبی,خاص,1404/08/25,88998430
113,CUST-0113,فروشگاه پخش اسباب‌بازی بندرعباس,مصطفی کریمی,بندرعباس,هرمزگان,عمده‌فروش,1404/09/03,465551849
114,CUST-0114,بچه‌ها سرگرمی اصفهان,سعید هاشمی,اصفهان,اصفهان,عمده‌فروش,1404/01/14,405978985
115,CUST-0115,بچه‌ها اسباب‌بازی کیش,جواد جعفری,کیش,هرمزگان,عمده‌فروش,1404/05/12,320367840
116,CUST-0116,بچه‌ها پخش اسباب‌بازی زنجان,بهرام رحیمی,زنجان,زنجان,خاص,1404/04/12,437015689
117,CUST-0117,شادی کودک کرمان,فرشاد نوری,کرمان,کرمان,خرده‌فروش,1404/10/25,403799317
118,CUST-0118,فانتزی بازی یاسوج,جواد عباسی,یاسوج,کهگیلویه و بویراحمد,خرده‌فروش,1404/08/25,101419328
119,CUST-0119,پخش اسباب‌بازی قزوین,مهدی شریفی,قزوین,قزوین,عمده‌فروش,1404/04/03,447353909
120,CUST-0120,دنیای سرگرمی سمنان,اکبر جعفری,سمنان,سمنان,عمده‌فروش,1403/12/09,274277698
121,CUST-0121,بچه‌ها کودک قشم,مجید حسینی,قشم,هرمزگان,خرده‌فروش,1403/12/28,405645676
122,CUST-0122,تویز سرگرمی خرم‌آباد,فرشاد شریفی,خرم‌آباد,لرستان,خاص,1403/10/07,449084736
123,CUST-0123,کلبه کودک تهران,محمد حسینی,تهران,تهران,خرده‌فروش,1404/02/20,165821702
124,CUST-0124,فانتزی پخش اسباب‌بازی بندرعباس,فرشاد صادقی,بندرعباس,هرمزگان,عمده‌فروش,1404/03/31,63925443
125,CUST-0125,تویز کودک تبریز,سعید عباسی,تبریز,آذربایجان شرقی,خرده‌فروش,1403/09/04,121688229
126,CUST-0126,فانتزی سرگرمی ایلام,حمید موسوی,ایلام,ایلام,خاص,1404/03/08,219282816
127,CUST-0127,بچه‌ها پخش اسباب‌بازی خرم‌آباد,مجید کریمی,خرم‌آباد,لرستان,خرده‌فروش,1403/11/08,410827235
128,CUST-0128,فروشگاه پخش اسباب‌بازی کرمانشاه,رضا موسوی,کرمانشاه,کرمانشاه,خاص,1403/04/30,431757985
129,CUST-0129,پخش کودک یزد,فرشاد صادقی,یزد,یزد,خاص,1403/10/08,13406543
130,CUST-0130,فروشگاه کودک گرگان,مهدی حسینی,گرگان,گلستان,عمده‌فروش,1404/01/04,260266178
131,CUST-0131,بازار پخش اسباب‌بازی بوشهر,حمید رضایی,بوشهر,بوشهر,عمده‌فروش,1403/10/05,214531391
132,CUST-0132,کلبه تویز کرج,فرشاد رضایی,کرج,البرز,خرده‌فروش,1404/10/12,118832827
133,CUST-0133,بازار سرگرمی قم,مهدی صادقی,قم,قم,خرده‌فروش,1404/05/01,68734029
134,CUST-0134,مرکز اسباب‌بازی خرم‌آباد,مهدی رحیمی,خرم‌آباد,لرستان,عمده‌فروش,1404/04/31,175431433
135,CUST-0135,شادی بازی شیراز,محمد قاسمی,شیراز,فارس,خاص,1404/10/03,472025754
136,CUST-0136,مرکز کودک کرج,مصطفی قاسمی,کرج,البرز,عمده‌فروش,1403/11/06,168369436
137,CUST-0137,فروشگاه سرگرمی بندرعباس,مصطفی جعفری,بندرعباس,هرمزگان,خاص,1404/09/09,264207404
138,CUST-0138,کلبه بازی کرمانشاه,مجید شریفی,کرمانشاه,کرمانشاه,خرده‌فروش,1404/03/26,354479289
139,CUST-0139,تویز سرگرمی زنجان,ناصر احمدی,زنجان,زنجان,خاص,1404/09/13,188178505
140,CUST-0140,پخش پخش اسباب‌بازی قم,رضا کریمی,قم,قم,عمده‌فروش,1404/11/05,486173220
141,CUST-0141,پخش کودک ارومیه,حمید محمدی,ارومیه,آذربایجان غربی,عمده‌فروش,1403/06/06,481599174
142,CUST-0142,فانتزی پخش اسباب‌بازی اردبیل,ناصر صادقی,اردبیل,اردبیل,عمده‌فروش,1403/10/23,133373324
143,CUST-0143,تویز پخش اسباب‌بازی کرمانشاه,مهدی عباسی,کرمانشاه,کرمانشاه,عمده‌فروش,1404/04/06,253651767
144,CUST-0144,تویز پخش اسباب‌بازی کرمانشاه,ناصر هاشمی,کرمانشاه,کرمانشاه,خرده‌فروش,1403/07/17,157430371
145,CUST-0145,کلبه کودک اهواز,اکبر رضایی,اهواز,خوزستان,عمده‌فروش,1403/09/27,149571842
146,CUST-0146,بازار کودک شیراز,مصطفی کریمی,شیراز,فارس,خاص,1404/08/28,28074604
147,CUST-0147,فانتزی اسباب‌بازی گرگان,مجید عباسی,گرگان,گلستان,خاص,1403/11/06,308686523
148,CUST-0148,تویز سرگرمی بجنورد,حمید صادقی,بجنورد,خراسان شمالی,عمده‌فروش,1404/03/21,256312721
149,CUST-0149,شادی پخش اسباب‌بازی اصفهان,امیر قاسمی,اصفهان,اصفهان,عمده‌فروش,1403/09/11,35224588
150,CUST-0150,پخش پخش اسباب‌بازی تبریز,جواد رحیمی,تبریز,آذربایجان شرقی,خاص,1404/08/08,146536767
151,CUST-0151,تویز سرگرمی مشهد,علی میرزایی,مشهد,خراسان رضوی,خرده‌فروش,1403/06/25,455050284
152,CUST-0152,تویز کودک شهرکرد,ناصر جعفری,شهرکرد,چهارمحال و بختیاری,خرده‌فروش,1404/10/09,127385326
153,CUST-0153,فانتزی تویز تبریز,سعید موسوی,تبریز,آذربایجان شرقی,خاص,1403/11/23,80998487
154,CUST-0154,مرکز تویز قم,سعید عباسی,قم,قم,خرده‌فروش,1404/05/18,249831852
155,CUST-0155,کلبه اسباب‌بازی بجنورد,مجید محمدی,بجنورد,خراسان شمالی,خرده‌فروش,1403/11/17,492968722
156,CUST-0156,فروشگاه بازی قزوین,جواد نوری,قزوین,قزوین,خاص,1403/01/02,128607083
157,CUST-0157,شادی اسباب‌بازی سمنان,رضا نوری,سمنان,سمنان,خاص,1404/01/05,339346418
158,CUST-0158,فانتزی اسباب‌بازی قشم,رضا کریمی,قشم,هرمزگان,عمده‌فروش,1404/07/11,383193611
159,CUST-0159,فانتزی پخش اسباب‌بازی گرگان,مجید محمدی,گرگان,گلستان,خاص,1403/01/30,126442396
160,CUST-0160,مرکز تویز بندرعباس,حمید احمدی,بندرعباس,هرمزگان,خرده‌فروش,1404/07/14,366826010
161,CUST-0161,پخش اسباب‌بازی تبریز,مجید محمدی,تبریز,آذربایجان شرقی,عمده‌فروش,1404/10/22,190213735
162,CUST-0162,تویز سرگرمی قشم,فرشاد کریمی,قشم,هرمزگان,خرده‌فروش,1404/02/29,319829856
163,CUST-0163,پخش بازی یاسوج,حمید رضایی,یاسوج,کهگیلویه و بویراحمد,عمده‌فروش,1404/01/27,320429558
164,CUST-0164,مرکز اسباب‌بازی کیش,مهدی میرزایی,کیش,هرمزگان,خرده‌فروش,1404/02/28,272529595
165,CUST-0165,تویز اسباب‌بازی کیش,مهدی عباسی,کیش,هرمزگان,خاص,1403/10/30,54241987
166,CUST-0166,مرکز بازی قشم,حمید صادقی,قشم,هرمزگان,خرده‌فروش,1403/12/18,419298222
167,CUST-0167,فانتزی تویز بیرجند,جواد حسینی,بیرجند,خراسان جنوبی,خاص,1403/08/29,167182231
168,CUST-0168,پخش بازی بیرجند,علی موسوی,بیرجند,خراسان جنوبی,خاص,1404/04/26,101394070
169,CUST-0169,شادی پخش اسباب‌بازی بیرجند,مصطفی رحیمی,بیرجند,خراسان جنوبی,عمده‌فروش,1404/10/26,29979819
170,CUST-0170,بازار کودک قشم,حمید قاسمی,قشم,هرمزگان,عمده‌فروش,1403/12/04,299537542
171,CUST-0171,فروشگاه سرگرمی شهرکرد,بهرام صادقی,شهرکرد,چهارمحال و بختیاری,خاص,1403/01/16,342006537
172,CUST-0172,شادی پخش اسباب‌بازی کرمان,حسین محمدی,کرمان,کرمان,خرده‌فروش,1404/04/22,18128036
173,CUST-0173,دنیای پخش اسباب‌بازی خرم‌آباد,سعید هاشمی,خرم‌آباد,لرستان,خرده‌فروش,1403/03/21,260925598
174,CUST-0174,بچه‌ها پخش اسباب‌بازی بیرجند,فرشاد شریفی,بیرجند,خراسان جنوبی,خاص,1404/05/10,120982929
175,CUST-0175,دنیای اسباب‌بازی اصفهان,رضا هاشمی,اصفهان,اصفهان,عمده‌فروش,1403/10/19,326134667
176,CUST-0176,شادی اسباب‌بازی تبریز,مصطفی هاشمی,تبریز,آذربایجان شرقی,خرده‌فروش,1403/04/10,95439550
177,CUST-0177,تویز اسباب‌بازی ارومیه,علی موسوی,ارومیه,آذربایجان غربی,خرده‌فروش,1403/02/27,348559491
178,CUST-0178,بچه‌ها بازی سنندج,حسین حسینی,سنندج,کردستان,خرده‌فروش,1404/06/23,199500319
179,CUST-0179,مرکز کودک یزد,محمد قاسمی,یزد,یزد,خاص,1404/01/26,468997694
180,CUST-0180,فانتزی سرگرمی بندرعباس,حسین حسینی,بندرعباس,هرمزگان,خاص,1404/04/14,77385262
181,CUST-0181,فانتزی تویز اراک,اکبر احمدی,اراک,مرکزی,خرده‌فروش,1404/04/18,177122512
182,CUST-0182,فروشگاه بازی ارومیه,امیر قاسمی,ارومیه,آذربایجان غربی,خاص,1403/11/01,65602025
183,CUST-0183,تویز بازی زنجان,جواد کریمی,زنجان,زنجان,خرده‌فروش,1403/07/18,463099872
184,CUST-0184,فروشگاه کودک یاسوج,سعید قاسمی,یاسوج,کهگیلویه و بویراحمد,خاص,1404/01/02,439896283
185,CUST-0185,تویز اسباب‌بازی گرگان,جواد هاشمی,گرگان,گلستان,خرده‌فروش,1404/02/09,136391397
186,CUST-0186,دنیای پخش اسباب‌بازی تهران,مصطفی عباسی,تهران,تهران,خاص,1403/02/20,333392182
187,CUST-0187,تویز کودک قشم,ناصر میرزایی,قشم,هرمزگان,عمده‌فروش,1403/12/25,410438878
188,CUST-0188,دنیای تویز زاهدان,اکبر میرزایی,زاهدان,سیستان و بلوچستان,خاص,1404/11/04,282048397
189,CUST-0189,فروشگاه پخش اسباب‌بازی رشت,اکبر احمدی,رشت,گیلان,خرده‌فروش,1403/11/11,269528783
190,CUST-0190,دنیای تویز اصفهان,فرشاد رضایی,اصفهان,اصفهان,خرده‌فروش,1403/03/31,128507622
191,CUST-0191,شادی کودک قزوین,رضا رضایی,قزوین,قزوین,خرده‌فروش,1404/07/01,55620356
192,CUST-0192,تویز کودک کیش,مهدی شریفی,کیش,هرمزگان,خرده‌فروش,1404/05/04,449635721
193,CUST-0193,فروشگاه بازی خرم‌آباد,محمد رضایی,خرم‌آباد,لرستان,خاص,1403/08/16,451204848
194,CUST-0194,کلبه تویز بجنورد,محمد میرزایی,بجنورد,خراسان شمالی,عمده‌فروش,1404/02/08,320219714
195,CUST-0195,کلبه اسباب‌بازی اراک,مجید موسوی,اراک,مرکزی,خاص,1404/11/17,176124597
196,CUST-0196,دنیای بازی اراک,جواد هاشمی,اراک,مرکزی,عمده‌فروش,1404/01/15,181112691
197,CUST-0197,فانتزی اسباب‌بازی کرمانشاه,ناصر شریفی,کرمانشاه,کرمانشاه,خرده‌فروش,1404/07/23,365718282
198,CUST-0198,فروشگاه پخش اسباب‌بازی کرمانشاه,جواد صادقی,کرمانشاه,کرمانشاه,خاص,1403/11/04,449584027
199,CUST-0199,فروشگاه کودک اردبیل,علی احمدی,اردبیل,اردبیل,خرده‌فروش,1403/11/06,444672347
200,CUST-0200,فروشگاه کودک اهواز,بهرام نوری,اهواز,خوزستان,خرده‌فروش,1403/05/15,392139017
201,CUST-0201,بچه‌ها پخش اسباب‌بازی سمنان,فرشاد عباسی,سمنان,سمنان,خرده‌فروش,1404/07/02,324595506
202,CUST-0202,شادی پخش اسباب‌بازی کرمان,محمد رحیمی,کرمان,کرمان,خاص,1404/05/12,51228582
203,CUST-0203,تویز اسباب‌بازی اردبیل,فرشاد موسوی,اردبیل,اردبیل,خرده‌فروش,1403/08/07,89198069
204,CUST-0204,پخش تویز شهرکرد,محمد هاشمی,شهرکرد,چهارمحال و بختیاری,خاص,1404/01/11,450291552
205,CUST-0205,بازار بازی سنندج,مهدی حسینی,سنندج,کردستان,خرده‌فروش,1403/05/02,307150239
206,CUST-0206,پخش پخش اسباب‌بازی تبریز,اکبر قاسمی,تبریز,آذربایجان شرقی,عمده‌فروش,1403/01/22,14506555
207,CUST-0207,پخش کودک خرم‌آباد,مصطفی قاسمی,خرم‌آباد,لرستان,عمده‌فروش,1403/07/25,59721056
208,CUST-0208,دنیای کودک همدان,جواد رحیمی,همدان,همدان,خرده‌فروش,1403/08/23,335115866
209,CUST-0209,دنیای اسباب‌بازی کرمان,مهدی رحیمی,کرمان,کرمان,عمده‌فروش,1403/05/25,12480176
210,CUST-0210,مرکز اسباب‌بازی اراک,اکبر رحیمی,اراک,مرکزی,عمده‌فروش,1403/01/27,88795945
211,CUST-0211,بچه‌ها کودک تهران,ناصر موسوی,تهران,تهران,عمده‌فروش,1403/01/17,278879556
212,CUST-0212,بازار کودک اراک,فرشاد جعفری,اراک,مرکزی,عمده‌فروش,1404/06/18,349028646
213,CUST-0213,فانتزی بازی شیراز,مصطفی موسوی,شیراز,فارس,خاص,1404/06/05,329461017
214,CUST-0214,فانتزی سرگرمی قم,رضا قاسمی,قم,قم,خاص,1403/02/14,119891961
215,CUST-0215,فانتزی پخش اسباب‌بازی بوشهر,علی احمدی,بوشهر,بوشهر,خرده‌فروش,1404/05/01,358967818
